REF,DENOMINATION,OBVERSE,REVERSE,MINT,EMPEROR,NAMED,ARSENIC,GOLD,COPPER,IRON,NICKEL,LEAD,ANTIMONY,TIN,ZINC,MANGANESE,CHROMIUM,COBALT,BISMUTH,SILVER,BULLION,,,,,
LW38,denarius,CAESAR DIVI F DOMITIANVS COS VII  ,"PRINCEPS IVVENTVTIS, Minerva",Rome,Titus,Domitian,0.004,0.483,22.13,0.006,0.001,0.62,0.005,0.0025,0.0011,0.00005,0.0001,0.0002,0.015,76.74,77.23,,,,,
LW39,denarius,CAESAR DIVI F DOMITIANVS COS VII  ,"PRINCEPS IVVENTVTIS, table, helmet",Rome,Titus,Domitian,0.013,0.393,19.74,0.036,0.001,0.31,0.014,0.004,0.0095,0.00028,0.00016,0.0006,0.001,79.48,79.87,,,,,
LW4,denarius,A VITELLIVS GERMANICVS IMP    ,"CONCORDIA P R, concordia std., l.",Rome,Vitellius,Vitellius,0.013,0.71,19.09,0.032,0.003,0.71,0.004,0.004,0.003,0.00026,0.0008,0.0005,0.001,79.4,80.9,18.43,15.65,38.52,0.85,2.09
LW40,denarius,IMP CAES DOMIT AVG GERM PM TR P XIIII  ,IMP XXII COS XVII CENS P P P,Rome,Domitian,Domitian,0.006,0.158,4.51,0.006,0.001,0.31,0.004,0.0041,0.0017,0.00005,0.00016,0.0002,0.016,94.98,95.16,18.36,15.67,38.55,0.85,2.1
LW41,denarius,IMP CAES DOMITIANVS AVG PM  ,TR POT COS VIII P P,Rome,Domitian,Domitian,0.007,0.449,22.02,0.049,0.004,1.36,0.004,0.0046,0.0031,0.00041,0.00056,0.1712,0.015,75.92,76.38,18.42,15.65,38.54,0.85,2.09
LW42,denarius,IMP CAES DOMIT AVG GERM PM TR P XIII  ,IMP XXII COS XVI CENS P P P,Rome,Domitian,Domitian,0.005,0.6,6.06,0.005,0,0.49,0.003,0.0035,0.0019,0.0001,0.00055,0.0907,0.028,92.71,93.33,,,,,
LW43,denarius,IMP CAES DOMIT AVG GERM PM TR P XI  ,IMP XXI COS XVI CENS P P P,Rome,Domitian,Domitian,0.005,0.561,6.67,0.002,0,0.37,0.011,0.0033,0.0004,0.00002,0.00013,0.0005,0.012,92.37,92.94,,,,,
LW44,denarius,IMP CAES DOMITIANVS AVG PM  ,"TR P COS VII DES VIII P P, table, crescents",Rome,Domitian,Domitian,0.004,0.576,22.64,0.009,0.003,1.27,0.006,0.0026,0.0003,0.00002,0.00011,0.0002,0.018,75.48,76.07,,,,,
LW45,denarius,IMP CAES DOMIT AVG GERM PM TR P VIII  ,IMP XIX COS XIIII CENS P P P,Rome,Domitian,Domitian,0.014,0.44,7.14,0.003,0,0.49,0.01,0.0046,0.0006,0.00006,0.00018,0.0287,0.022,91.84,92.31,,,,,
LW46,denarius,IMP CAES DOMIT AVG GERM PM TR P VII  ,IMP XIIII COS XIIII CENS P P P,Rome,Domitian,Domitian,0.006,0.521,6.4,0.002,0,0.4,0.004,0.0039,0.0026,0.00012,0.00043,0.0002,0.028,92.63,93.18,,,,,
LW47,denarius,IMP CAES DOMIT AVG GERM PM TR P VIII  ,COS XIIII LVD SAEC FEC,Rome,Domitian,Domitian,0.008,0.48,6.85,0.003,0.001,0.35,0.005,0.0052,0.0007,0.00003,0.00021,0.0003,0.022,92.28,92.78,,,,,
LW48,denarius,IMP CAES DOMIT AVG GERM PM TR P VIIII  ,IMP XXI COS XV CENS P P P,Rome,Domitian,Domitian,0.017,0.96,6.89,0.003,0.001,0.39,0.005,0.0051,0.0006,0.00007,0.0002,0.0003,0.013,91.72,92.7,,,,,
LW49,denarius,IMP CAES DOMIT AVG GERM PM TR P XV  ,IMP XXII COS XVII CENS P P P,Rome,Domitian,Domitian,0.007,0.537,7.56,0.007,0,0.44,0.005,0.005,0.0006,0.00031,0.0002,0.0003,0.02,91.42,91.97,,,,,
LW5,denarius,A VITELLIVS GERM IMP AVG TR P  ,LIBERTAS RESTITVTA,Rome,Vitellius,Vitellius,0.006,0.577,18.73,0.004,0.001,0.36,0.008,0.004,0.003,0.00005,0.00016,0.0145,0.001,80.29,80.87,,,,,
LW50,denarius,IMP CAES DOMIT AVG GERM PM TR P VII  ,IMP XIIII COS XIIII CENS P P P,Rome,Domitian,Domitian,0.016,0.291,5.97,0.003,0,0.42,0.005,0.0048,0.0006,0.00007,0.00019,0.0003,0.041,93.25,93.58,,,,,
LW51,denarius,IMP CAES DOMIT AVG GERM PM TR P V  ,IMP XII COS XII CENS P P P,Rome,Domitian,Domitian,0.007,0.705,6.58,0.009,0,0.42,0.003,0.0047,0.0026,0.00012,0.00019,0.0003,0.028,92.24,92.97,,,,,
LW52,denarius,IMP CAES DOMIT AVG GERM PM TR P VIII  ,IMP XIX COS XIIII CENS P P P,Rome,Domitian,Domitian,0.006,0.578,11.05,0.003,0.002,0.4,0.009,0.0044,0.0064,0.00026,0.00339,0.5446,0.004,87.39,87.98,18.39,15.66,38.55,0.85,2.1
LW53,denarius,IMP CAES DOMIT AVG GERM PM TR P XI  ,IMP XXI.COS XVI CENS P P P,Rome,Domitian,Domitian,0.011,0.619,7.9,0.004,0.001,0.54,0.007,0.0074,0.0009,0.0001,0.0003,0.0004,0.041,90.87,91.53,,,,,
LW54,denarius,IMP CAES DOMIT AVG GERM P M TR P XII ,IMP XXII COS XVI CENS P P P,Rome,Domitian,Domitian,0.005,0.292,7.9,0.002,0.002,0.58,0.003,0.0036,0.0005,0.00002,0.00014,0.0002,0.025,91.18,91.5,18.34,15.66,38.51,0.85,2.1
LW55,denarius,IMP CAES DOMIT AVG GERM PM TR P VIII  ,IMP XIX COS XIIII CENS P P P,Rome,Domitian,Domitian,0.014,0.618,7.46,0.013,0.002,0.36,0.009,0.0093,0.0029,0.00018,0.00085,0.0006,0.036,91.48,92.13,,,,,
LW56,denarius,IMP CAES DOMIT AVG GERM PM TR P XI  ,IMP XXI COS XVI CENS P P P,Rome,Domitian,Domitian,0.009,0.478,6.6,0.004,0.001,0.45,0.006,0.0059,0.0007,0.00009,0.00024,0.0004,0.03,92.42,92.93,,,,,
LW57,denarius,IMP CAES DOMIT AVG GERM PM TR P X    ,IMP XXI COS XV CENS P P P,Rome,Domitian,Domitian,0.006,0.172,7.2,0.006,0,0.5,0.002,0.004,0.0005,0.00042,0.0007,0.0009,0.043,92.1,92.8,,,,,
LW58,denarius,IMP CAES DOMIT AVG GERM PM TR P XI    ,IMP XXI COS XVI CENS P P P,Rome,Domitian,Domitian,0.025,0.421,7.81,0.017,0.001,0.62,0.006,0.006,0.0017,0.00031,0.0007,0.0004,0.042,91.1,92.1,,,,,
LW59,denarius,IMP CAES DOMIT AVG GERM PM TR P VIIII    ,IMP XXI COS XV CENS P P P,Rome,Domitian,Domitian,0.007,0.743,11.37,0.007,0.002,0.59,0.005,0.005,0.0006,0.00008,0.0002,0.0003,0.021,87.2,88.6,,,,,
LW6,denarius,A VITELLIVS GERM IMP AVG TR P  ,PONT MAXIM,Rome,Vitellius,Vitellius,0.007,0.624,15.9,0.032,0.032,0.53,0.004,0.0047,0.0043,0.00016,0.00121,0.2803,0.008,82.58,83.21,,,,,
LW60,denarius,IMP CAES DOMIT AVG GERM PM TR P VIII    ,IMP XIX COS XIIII CENS P P P,Rome,Domitian,Domitian,0.007,0.49,12.39,0.011,0,0.41,0.01,0.005,0.0006,0.00011,0.0002,0.0012,0.012,86.7,87.6,,,,,
LW61,denarius,IMP CAES DOMIT AVG GERM PM TR P VIII  ,IMP XIX COS XIIII CENS P P P,Rome,Domitian,Domitian,0.006,0.537,6.28,0.011,0,0.53,0.004,0.0044,0.0041,0.00018,0.00047,0.0003,0.011,92.61,93.16,,,,,
LW62,denarius,IMP CAES DOMIT AVG GERM PM TR P VIII    ,IMP XIX COS XIIII CENS P P P,Rome,Domitian,Domitian,0.008,0.642,6.91,0.011,0.001,0.43,0.005,0.006,0.0007,0.0001,0.0002,0.0003,0.004,92,93.1,,,,,
LW63,denarius,IMP CAES DOMIT AVG GERM PM TR P XI    ,IMP XXI COS XVI CENS P P P,Rome,Domitian,Domitian,0.021,0.51,9.21,0.007,0.001,0.63,0.004,0.004,0.0006,0.00011,0.0002,0.0003,0.082,89.5,90.8,,,,,
LW64,denarius,IMP CAES DOMIT AVG GERM PM TR P VIIII    ,IMP XXI COS XV CENS P P P,Rome,Domitian,Domitian,0.007,0.299,7.04,0.003,0,0.44,0.004,0.005,0.0006,0.00007,0.0002,0.0003,0.035,92.2,92.9,,,,,
LW65,denarius,IMP CAES DOMIT AVG GERM PM TR P VIII    ,IMP XIX COS XIIII CENS P P P,Rome,Domitian,Domitian,0.022,0.618,9.09,0.004,0.001,0.44,0.012,0.006,0.0027,0.00019,0.0002,0.0007,0.01,89.8,90.9,,,,,
LW66,denarius,IMP CAES DOMIT AVG GERM PM TR P XIII    ,IMP XXII COS XVI CENS P P P,Rome,Domitian,Domitian,0.007,0.292,7.01,0.012,0.001,0.57,0.004,0.005,0.0036,0.00013,0.0002,0.0003,0.035,92.1,93,,,,,
LW67,denarius,IMP CAES DOMIT AVG GERM PM TR P XV    ,IMP XXII COS XVII CENS P P P,Rome,Domitian,Domitian,0.017,0.52,6.58,0.009,0,0.44,0.004,0.005,0.0028,0.00017,0.0002,0.0007,0.015,92.4,93.4,,,,,
LW68,denarius,IMP CAES DOMIT AVG GERM PM TR P XII    ,IMP XXII COS XVI CENS P P P,Rome,Domitian,Domitian,0.013,0.453,6.87,0.014,0.001,0.48,0.008,0.009,0.004,0.0002,0.0003,0.109,0.024,92,93,,,,,
LW69,denarius,IMP CAES DOMIT AVG GERM PM TR P XII    ,IMP XXII COS XVI CENS P P P,Rome,Domitian,Domitian,0.006,0.393,10.35,0.007,0.001,0.42,0.004,0.004,0.0005,0.00009,0.0002,0.0002,0.009,88.8,89.6,,,,,
LW7,denarius,CAESAR VESPASIANVS AVG  ,"IMP XIX, sow",Rome,Vespasian,Vespasian,0.008,0.334,23.32,0.019,0.002,0.59,0.005,0.0155,0.0045,0.0005,0.0009,0.0009,0.026,75.68,76.04,,,,,
LW70,denarius,IMP CAES DOMIT AVG GERM PM TR P XV    ,IMP XXII COS XVII CENS P P P,Rome,Domitian,Domitian,0.024,0.355,7.36,0.013,0.001,0.59,0.007,0.008,0.003,0.0002,0.0003,0.0005,0.038,91.6,92.6,,,,,
LW71,denarius,IMP CAES DOMIT AVG GERM PM TR P VIIII    ,IMP XXI COS XV CENS P P P,Rome,Domitian,Domitian,0.009,0.69,6.46,0.014,0.001,0.45,0.006,0.006,0.0015,0.0001,0.0002,0.0004,0.048,92.3,93.5,,,,,
LW72,denarius,IMP CAES DOMIT AVG GERM PM TR P XII    ,IMP XXII COS XVI CENS P P P,Rome,Domitian,Domitian,0.007,0.479,10.48,0.009,0.001,0.55,0.004,0.004,0.0016,0.00017,0.0002,0.0003,0.016,88.5,89.5,,,,,
LW73,denarius,IMP CAES DOMIT AVG GERM PM TR P XII    ,IMP XXII COS XVI CENS P P P,Rome,Domitian,Domitian,0.008,0.367,6.93,0.006,0.001,0.58,0.005,0.005,0.0007,0.00011,0.0002,0.0003,0.069,92,93,,,,,
LW74,denarius,IMP CAES DOMIT AVG GERM PM TR P VIIII    ,IMP XXI COS XV CENS P P P,Rome,Domitian,Domitian,0.007,0.702,7.35,0.011,0.001,0.43,0.001,0.005,0.0006,0.00012,0.0002,0.0003,0.053,91.4,92.6,,,,,
LW75,denarius,IMP CAES DOMITIANVS AVG PM    ,"TR P COS VII DES VIII P P, altar",Rome,Domitian,Domitian,0.016,0.624,6.08,0.016,0,0.76,0.009,0.004,0.0077,0.00006,0.0003,0.0002,0.016,92.5,93.9,18.4,15.66,38.54,0.85,2.1
LW97,denarius,IMP NERVA CAES AVG P M TR P COS III PP    ,AEQVITAS AVGVST,Rome,Nerva,Nerva,0.013,0.708,7.94,0.012,0.001,0.5,0.004,0.0057,0.0011,0.00004,0.00018,0.0005,0.017,90.79,92.02,,,,,
LW98,denarius,IMP NERVA CAES AVG P M TR POT II    ,"COS III PATER PATRIAE, sacrificial implements",Rome,Nerva,Nerva,0.01,0.397,6.39,0.016,0.001,0.51,0.003,0.0046,0.0009,0.00012,0.00015,0.0004,0.003,92.66,93.57,,,,,
LW99,denarius,IMP NERVA CAES AVG P M TR P II COS III PP    ,"CONCORDIA EXERCITVVM, clasped hands",Rome,Nerva,Nerva,0.019,0.221,15.12,0.029,0.002,0.57,0.003,0.0039,0.0007,0.00009,0.00012,0.0003,0.018,84.02,84.82,,,,,
M1,denarius,IMP NERO CAESAR AVG PP  ,Three standards,Rome,Nero,Nero,0.001,0.644,9.5,0.012,0.002,0.4,0.003,0.002,0.002,0.00003,0.00057,0.2541,0.004,89.17,90.22,,,,,
M10,denarius,A VITELLIVS GERMANICVS IMP  ,"No legend, Victory std. l.",Rome,Vitellius,Vitellius,0.016,0.633,16.36,0.028,0.003,1,0.005,0.0034,0.002,0.00053,0.00195,0.5211,0.002,81.43,83.06,,,,,
M11,denarius,A VITELLIVS GERMAN IMP TRP  ,CONCORDIA P R,Rome,Vitellius,Vitellius,0.012,0.61,19.68,0.012,0.002,0.69,0.009,0.0064,0.0007,0.00019,0.00032,0.0006,0.004,78.97,80.27,18.44,15.66,38.59,0.85,2.09
M12,denarius,A VITELLIVS GERM IMP AVG TR P  ,"PONT MAXIM, Vesta std. r.",Rome,Vitellius,Vitellius,0.004,0.728,6.24,0.009,0.001,0.52,0.006,0.0021,0.0002,0.00017,0.00009,0.0002,0.008,92.48,93.74,18.43,15.66,38.55,0.85,2.09
M13,denarius,A VITELLIVS GERM IMP AVG TR P  ,"LIBERTAS RESTITVTA,",Rome,Vitellius,Vitellius,0.005,0.501,21.34,0.031,0.003,0.27,0.011,0.0027,0.0003,0.00004,0.00012,0.0002,0.002,77.83,78.61,18.38,15.64,38.45,0.85,2.09
M14,denarius,IMP M OTHO  ,PAX ORBIS TERRARVM,Rome,Otho,Otho,0.005,0.611,3.5,0.004,0,0.85,0.003,0.0272,0.0013,0.00008,0.00005,0.0001,0.029,94.97,96.46,18.4,15.65,38.5,0.85,2.09
M15,denarius,IMP M OTHO  ,PAX ORBIS TERRARVM,Rome,Otho,Otho,0.01,0.623,10.03,0.007,0.001,0.7,0.005,0.062,0.0009,0.00011,0.00081,0.0002,0.017,88.54,89.88,18.45,15.66,38.57,0.85,2.09
M16,denarius,IMP M OTHO  ,SECVRITAS P R,Rome,Otho,Otho,0.01,0.789,5.58,0.006,0,0.76,0.002,0.0017,0.0005,0.00007,0.00018,0.0002,0.014,92.84,94.4,18.39,15.63,38.4,0.85,2.09
M17,denarius,IMP M OTHO  ,SECVRITAS P R,Rome,Otho,Otho,0.011,0.683,10.89,0.012,0.001,0.67,0.003,0.0024,0.0003,0.00008,0.00011,0.0002,0.011,87.72,89.08,18.44,15.66,38.59,0.85,2.09
M18,denarius,IMP M OTHO  ,SECVRITAS P R,Rome,Otho,Otho,0.009,0.912,4.73,0.025,0,1.33,0.003,0.0019,0.0009,0.00018,0.00021,0.0002,0.013,92.97,95.23,18.42,15.64,38.47,0.85,2.09
M19,denarius,IMP M OTHO  ,"VICTORIA OTHONIS, Victoria stg. r., on globe.",Rome,Otho,Otho,0.012,0.668,10.27,0.007,0.001,0.65,0.011,0.0024,0.0009,0.00011,0.00011,0.0002,0.009,88.36,89.69,,,,,
M2,denarius,IMP NERO CAESAR AVG PP  ,SA - LVS across the field,Rome,Nero,Nero,0.009,0.56,9.83,0.012,0.002,0.57,0.007,0.0189,0.0252,0.00034,0.00101,0.111,0.011,88.84,89.99,,,,,
M21,denarius,IMP M OTHO  ,"VICTORIA OTHONIS, Victoria stg. r., on globe.",Rome,Otho,Otho,0.009,1.215,5.23,0.009,0.001,1.23,0.003,0.0841,0.0002,0.00007,0.00046,0.0002,0.014,92.2,94.66,18.4,15.64,38.45,0.85,2.09
M22,denarius,IMP M OTHO  ,"VICTORIA OTHONIS, Victoria stg. r., on globe.",Rome,Otho,Otho,0.004,0.778,8.82,0.007,0,0.76,0.003,0.0022,0.002,0.00008,0.00011,0.0006,0.013,89.61,91.16,,,,,
M23,denarius,IMP OTHO   not PONT MAX  ,PAX ORBIS TERRARVM,Rome,Otho,Otho,0.008,0.662,10.64,0.004,0.001,0.98,0.002,0.059,0.0007,0.00007,0.00007,0.0004,0.014,87.63,89.29,,,,,
M24,denarius,IMP OTHO CAESAR AVG TR P  ,SECVRITAS P R,Rome,Otho,Otho,0.007,0.682,8.13,0.01,0,0.56,0.005,0.0104,0.0004,0.00012,0.00018,0.0003,0.01,90.58,91.84,,,,,
M25,denarius,IMP OTHO CAESAR AVG TR P  ,SECVRITAS P R,Rome,Otho,Otho,0.012,0.627,8.55,0.014,0.001,0.81,0.007,0.0412,0.0003,0.00024,0.00012,0.0006,0.011,89.92,91.37,,,,,
M26,denarius,IMP OTHO CAESAR AVG TR P ,PAX ORBIS TERRARVM,Rome,Otho,Otho,0.008,0.701,10.91,0.005,0.001,0.66,0.003,0.0022,0.0002,0.00007,0.00031,0.0004,0.008,87.7,89.07,,,,,
M27,denarius,IMP OTHO CAESAR AVG TR P   ,PAX ORBIS TERRARVM,Rome,Otho,Otho,0.012,0.769,9.85,0.008,0.001,0.96,0.002,0.0698,0.0008,0.00009,0.00031,0.0001,0.008,88.32,90.05,,,,,
M28,denarius,IMP OTHO CAESAR AVG TR P  ,CERES AVG ,Rome,Otho,Otho,0.003,0.601,5.87,0.005,0,0.67,0.006,0.0232,0.0007,0.00018,0.00009,0.0004,0.026,92.8,94.1,18.39,15.65,38.53,0.85,2.09
M29,denarius,IMP OTHO CAESAR AVG TR P   ,"PONT MAX, Aeqvitas srg. l.",Rome,Otho,Otho,0.011,0.524,16.27,0.009,0.401,0.83,0.008,0.0022,0.0013,0.00047,0.00032,0.0005,0.019,81.92,83.3,,,,,
M3,denarius,GALBA IMPERATOR  ,"ROMA VICTRIX,  Roma stg. l.",Spanish,Galba,Galba,0.003,0.373,1.38,0.004,0,0.27,0.002,0.0138,0.0065,0.00003,0.00009,0.0006,0.055,97.9,98.59,,,,,
M30,denarius,IMP OTHO CAESAR AVG TR P   ,"PONT MAX, Ceres stg. l.",Rome,Otho,Otho,0.01,0.637,15.92,0.018,0.003,0.76,0.007,0.007,0.0044,0.0006,0.0012,0.0023,0.011,82.62,84.03,18.39,15.66,38.53,0.85,2.09
M32,denarius,IMP OTHO CAESAR AVG TR P   ,"PONT MAX, Otho on horseback.",Rome,Otho,Otho,0.008,0.964,16.64,0.016,0.003,0.37,0.012,0.0019,0.0006,0.00009,0.00021,0.0002,0.002,81.98,83.32,,,,,
M33,denarius,IMP OTHO CAESAR AVG TR P   ,"PONT MAX, Vesta std. l.",Rome,Otho,Otho,0.014,0.52,15.71,0.016,0.002,0.84,0.003,0.0387,0.001,0.00063,0.00047,0.0005,0.022,82.84,84.21,,,,,
M34,denarius,IMP OTHO CAESAR AVG TR P   ,"PONT MAX, Vesta std. l.",Rome,Otho,Otho,0.018,0.605,20.2,0.008,0.002,1.02,0.008,0.1042,0.0011,0.00008,0.00014,0.0091,0.006,78.02,79.65,,,,,
M35,denarius,IMP CAESAR VESPASIANVS AVG  ,"COS ITER TR POT, Pax std.",Rome,Vespasian,Vespasian,0.009,0.484,19.17,0.019,0.002,0.23,0.012,0.0021,0.0002,0.00007,0.00009,0.0002,0.01,80.07,80.79,,,,,
M36,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TRP COS V, Vespasian std.",Rome,Vespasian,Vespasian,0.016,0.367,20.34,0.032,0.002,0.2,0.015,0.0015,0.0002,0.00012,0.00007,0.0001,0.01,79.02,79.59,,,,,
M37,denarius,IMP CAES VESP AVG PM COS IIII  ,"TRI-POT, Vesta std. holding sipulum.",Rome,Vespasian,Vespasian,0.012,0.352,20.76,0.014,0.002,0.31,0.009,0.0178,0.0096,0.00007,0.00007,0.0489,0.043,78.43,79.13,,,,,
M38,denarius,IMP CAESAR VESPASIANVS AVG  ,"PON MAX TRP COS VI, Pax std.",Rome,Vespasian,Vespasian,0.014,0.339,23.37,0.013,0.003,0.4,0.014,0.002,0.0009,0.00004,0.00022,0.0002,0.019,75.82,76.58,,,,,
M39,denarius,DIVVS AVGVSTVS VESPASIANVS  ,"SC, on shield supported by two capricorns.",Rome,Titus,Divus Vespasian,0.004,0.43,10.48,0.012,0,0.25,0.013,0.002,0.0027,0.00023,0.00009,0.0002,0.002,88.81,89.49,,,,,
M4,denarius,IMP GALBA CAESAR AVG PP  ,FORTVNA AVG,Lyon,Galba,Galba,0.015,0.385,3.98,0.007,0,0.38,0.003,0.0597,0.0233,0.00042,0.00057,0.1361,0.056,94.95,95.77,18.44,15.66,38.59,0.85,2.09
M40,denarius,IMP TITVS CAES VESPASIAN AVG PM  ,"TRP IX IMP XV COS VIII PP, wreath on curule chair.",Rome,Titus,Titus,0.009,0.513,21.1,0.028,0.001,1.25,0.015,0.0359,0.0006,0.00006,0.00033,0.0476,0.022,76.97,78.76,18.41,15.66,38.56,0.85,2.09
M41,denarius,IMP CAESAR DOMITIANVS AVG  ,"TRP COS VII, wreath on curule chair.",Rome,Domitian,Domitian,0.027,0.487,19.34,0.029,0.008,0.59,0.006,0.002,0.0011,0.00023,0.00174,0.3695,0.022,79.13,80.22,,,,,
M42,denarius,IMP CAES DOMITIANVS AVG PM  ,"TR POT IMP II COS VIII DES VIIII PP, Fortuna std.",Rome,Domitian,Domitian,0.004,0.132,0.37,0.013,0.002,0.15,0.003,0.001,0.0001,0.00009,0.00004,0.0001,0.003,99.32,99.61,18.46,15.66,38.61,0.85,2.09
M43,denarius,IMP CAES DOMITIANVS AVG P M   ,"IVPPITER CONSERVATOR, eagle on thunderbolt.",Rome,Domitian,Domitian,0.004,0.613,0.56,0.01,0.001,0.34,0.003,0.002,0.0002,0.00016,0.00029,0.0681,0.001,98.4,99.35,,,,,
M44,denarius,IMP CAES DOMITIANVS AVG PONT   ,"TRP COS VII DES VIII PP, Throne decked with corn ears",Rome,Domitian,Domitian,0.011,0.622,20.7,0.01,0.002,0.95,0.016,0.004,0.0005,0.00002,0.0002,0.0002,0.001,77.68,79.26,18.42,15.66,38.56,0.85,2.09
M45,denarius,IMP CAES DOMITIANVS AVG PM  ,TR POT II COS VIIII DES X,Rome,Domitian,Domitian,0.004,0.689,0.49,0.005,0,0.63,0.003,0.0019,0.0002,0.00008,0.0002,0.0002,0.009,98.17,99.5,,,,,
M46,denarius,IMP CAES DOMITIANVS AVG PM  ,TR POT II COS VIIII DES X PP,Rome,Domitian,Domitian,0.004,0.628,0.68,0.01,0,0.28,0.003,0.0077,0.0005,0.00013,0.00076,0.1144,0.001,98.27,99.18,18.39,15.66,38.53,0.85,2.1
M47,denarius,IMP CAES DOMITIANVS AVG GERMANIC  ,PM TR POT III IMP V COS X PP,Rome,Domitian,Domitian,0.008,0.737,0.36,0.007,0,0.47,0.002,0.0018,0.0002,0.00013,0.0002,0.0002,0.001,98.41,99.62,,,,,
M48,denarius,IMP CAES DOMITIANVS AVG GERMANIC  ,PM TRPOT IIII IMP VIII COS XI PP,Rome,Domitian,Domitian,0.014,0.045,0.23,0.007,0.001,0.17,0.005,0.0714,0.0008,0.00011,0.0008,0.3599,0.139,98.96,99.31,,,,,
M49,denarius,IMP CAES DOMITIANVS AVG GERMANIC  ,PM TRPOT IIII IMP VIII COS XI PP,Rome,Domitian,Domitian,0.006,0.081,0.14,0.013,0,0.23,0.005,0.0275,0.0004,0.0001,0.00017,0.0003,0.315,99.18,99.81,,,,,
M5,denarius,SER GALBA IMPERATOR  ,VICTORIA PR,Gaul,Galba,Galba,0.004,0.535,1.28,0.016,0,0.33,0.003,0.1336,0.0207,0.00461,0.0002,0.0002,0.063,97.61,98.54,18.22,15.63,38.43,0.86,2.11
M52,denarius,IMP CAES DOMIT AVG GERM PM TRP IIII  ,IMP VIIII COS XI CENS POT PP,Rome,Domitian,Domitian,0.005,0.054,11.11,0.005,0.001,0.38,0.004,0.0026,0.0003,0.00004,0.00023,0.0775,0.017,88.33,88.79,,,,,
M54,denarius,IMP CAES DOMIT AVG GERM PM TRP IIII  ,IMP VIIII COS XI CENS POT PP,Rome,Domitian,Domitian,0.009,0.01,11.58,0.008,0.001,0.49,0.003,0.0023,0.0005,0.00009,0.00034,0.0002,0.015,87.88,88.39,,,,,
M55,denarius,IMP CAES DOMIT AVG GERM PM TRP IIII  ,IMP VIIII COS XI CENSORIA POTESTAT PP,Rome,Domitian,Domitian,0.008,0.368,0.58,0.006,0,0.28,0.003,0.0022,0.0002,0.00011,0.00011,0.0002,0.068,98.69,99.4,,,,,
M56,denarius,IMP CAES DOMIT AVG GERM PM TRP IIII  ,IMP VIIII COS XI CENS POT PP,Rome,Domitian,Domitian,0.006,0.083,10.61,0.002,0.001,0.43,0.002,0.0013,0.0001,0.00002,0.00006,0.0001,0.018,88.85,89.37,,,,,
M57,denarius,IMP CAES DOMIT AVG GERM PM TRP V  ,IMP VIIII COS XI CENS POT PP,Rome,Domitian,Domitian,0.003,0.453,6.97,0.005,0.001,0.31,0.002,0.0017,0.0006,0.00027,0.00027,0.0007,0.029,92.22,93.01,,,,,
M58,denarius,IMP CAES DOMIT AVG GERMAN PM TRP VII  ,IMP XIIII COS XIIII CENS PPP,Rome,Domitian,Domitian,0.017,0.678,6.9,0.117,0,0.44,0.003,0.0025,0.0005,0.00073,0.00012,0.0005,0.021,91.81,92.96,,,,,
M59,denarius,IMP CAES DOMITIANVS AVG PM  ,SALVS AVGVST,Rome,Domitian,Domitian,0.008,0.657,0.66,0.008,0,0.26,0.006,0.0045,0.0005,0.00014,0.00022,0.0004,0.003,98.39,99.31,,,,,
M6,denarius,IMP SER GALBA AVG  ,SPQR/OB/CS in oak wreath,Rome,Galba,Galba,0.008,0.356,42.59,0.004,0.009,0.15,0.005,0.0017,0.0002,0.00003,0.00008,0.0002,0.015,56.86,57.38,18.45,15.66,38.57,0.85,2.09
M60,denarius,NERO CAESAR AVGVSTVS  ,Standards,Rome,Nero,Nero,0.035,0.39,26.32,0.018,0.017,0.22,0.007,0.2423,0.0005,0.0001,0.00436,0.7167,0.009,72.02,72.64,,,,,
M61,denarius,IMP SER GALBA CAESAR AVG [PM]  ,VICTORIA PR,Rome,Galba,Galba,0.01,0.58,7.89,0.006,0.001,0.97,0.002,0.0018,0.001,0.00029,0.00056,0.0004,0.015,90.52,92.09,18.4,15.65,38.49,0.85,2.09
M62,denarius,IMP CAESAR VESPAS AVG COS II PP.  ,"AVG, in wreath, mm ??",Ephesus,Vespasian,Vespasian,0.028,0.373,50.02,0.007,0.007,0.32,0.031,0.0164,0.0049,0.00007,0.0001,0.0002,0.015,49.18,49.89,18.49,15.67,38.65,0.85,2.09
M69,denarius,NERO.CAESAR.AVGVSTVS  ,CONCORDIA.AVGVSTA,Rome,Nero,Nero,0.005,0.523,3.29,0.023,0,0.44,0.003,0.0611,0.0279,0.00155,0.00009,0.0016,0.067,95.56,96.59,,,,,
M7,denarius,A VITELLIVS IMP GERMAN  ,"CONCENSVS EXERCITVVM, Mars adv. l.",Lyon,Vitellius,Vitellius,0.021,0.478,4.39,0.043,0,0.32,0.005,0.0239,0.0108,0.00028,0.00018,0.0003,0.046,94.65,95.5,18.43,15.66,38.57,0.85,2.09
M70,denarius,NERO.CAESAR.AVGVSTVS  ,CONCORDIA.AVGVSTA,Rome,Nero,Nero,0.005,0.552,7.04,0.014,0,0.43,0.005,0.0554,0.016,0.00126,0.00009,0.0002,0.061,91.81,92.86,,,,,
